,distance,times,f_bl,lat,lon,mag,summ
2382,0.000751400837515241,0.0000347,0.000000026,55.078,162.545,5.2,-7.58426970676203
2719,0.0609113534612098,0.00000043,0.0000000262,53.86,159.229,5.11,-7.58178366054149
2227,0.0222947587398989,0.00000118,0.0000000262,53.862,161.978,5.365,-7.58091852415265
1022,0.0116183429312322,0.00000227,0.0000000264,52.297,160.506,4.855,-7.57793900517475
786,0.32058084512421,0.0000000826,0.0000000265,53.9513,158.7126,5.195,-7.57723254785478
1018,0.340458291605247,0.0000000787,0.0000000268,52.237,160.243,5.025,-7.57206789201387
1663,0.582755690784324,0.0000000461,0.0000000269,53.495,161.575,4.8,-7.57102721924954
1958,0.0353817255543397,0.000000766,0.0000000271,52.591,160.324,6.5,-7.56720378989858
2510,2.86544288873053,0.00000000946,0.0000000271,54.439,162.276,5.62,-7.56695856720943
1815,0.0468522848387529,0.000000579,0.0000000271,52.221,160.593,5.28,-7.56635875474877
2722,0.499547690156826,0.0000000547,0.0000000273,53.826,159.586,6.64,-7.56327860648739
2360,0.154414250542717,0.000000178,0.0000000275,53.972,161.909,6.1,-7.56107658365551
2376,0.398189497571156,0.0000000691,0.0000000275,53.791,161.806,4.855,-7.56063020113457
2721,0.837416205812872,0.0000000333,0.0000000279,53.826,159.586,6.64,-7.55442082848402
2336,0.00558800190194444,0.000005,0.0000000279,54.131,161.882,5.025,-7.5539397232177
2370,0.127060885492387,0.000000221,0.0000000281,53.85,161.569,4.94,-7.55129027521816
1414,0.00285023723140193,0.0000101,0.0000000289,53.771,161.13,5.025,-7.53915500679326
1729,0.249825379438736,0.000000116,0.0000000289,55.302,162.683,4.94,-7.53890999329487
1826,0.0326799817513648,0.000000891,0.0000000291,52.209,160.564,5.025,-7.53597123340178
1959,0.00167918712890437,0.0000174,0.0000000292,52.609,160.478,5.2,-7.53414668423623
2404,0.0774895970936392,0.000000384,0.0000000297,53.925,161.713,5.28,-7.52694655503188
1692,0.10961847165622,0.000000275,0.0000000302,52.231,159.65,5.4,-7.52066329500139
2652,0.25576886864139,0.00000012,0.0000000307,51.544,159.584,5.535,-7.51307539055861
319,0.096793486160432,0.000000319,0.0000000308,54.7095,163.2488,4.94,-7.51092376666125
2429,0.10109357111445,0.000000306,0.0000000309,53.928,161.545,5.195,-7.50979378435853
1093,1.346548386531,0.0000000233,0.0000000314,52.319,160.255,5.195,-7.50328120857961
2522,0.372071242194035,0.0000000845,0.0000000315,54.841,162.035,7.8,-7.50228817634776
1015,0.0714166093964961,0.000000441,0.0000000315,52.553,160.662,4.855,-7.50142890641451
2420,0.765905887814022,0.0000000414,0.0000000317,53.785,161.692,5.195,-7.49914496521502
582,0.0383365288415991,0.000000827,0.0000000317,54.9045,164.3986,5.11,-7.49868232791875
1738,1.9675002196232,0.0000000161,0.0000000318,51.466,159.288,4.94,-7.49799063103458
2374,0.0332813053038941,0.000000955,0.0000000318,54.924,162.104,5.9,-7.49762994076819
2369,11.6146527268661,0.00000000274,0.0000000318,54.689,161.46,5.6,-7.49756327891896
2153,0.106886375712289,0.000000298,0.0000000318,56.258,163.256,4.855,-7.49749949407091
2352,1.18144344772152,0.0000000272,0.0000000321,53.638,161.633,5.45,-7.49370692128953
2520,0.50232887608532,0.0000000655,0.0000000329,54.841,162.035,7.8,-7.48244557459859
2712,0.0207344212200451,0.0000016,0.0000000332,53.879,159.321,5.2,-7.47857068816014
594,0.187251461184197,0.000000178,0.0000000333,55.6985,162.0567,4.77,-7.47780097177985
838,0.0535513604301152,0.000000624,0.0000000334,53.6632,161.662,5.195,-7.47632043920524
585,0.331657715394839,0.000000101,0.0000000335,55.0005,164.4934,4.94,-7.4744438122578
1951,0.114816011868035,0.000000297,0.0000000341,52.668,160.594,5.025,-7.46698864720824
1118,0.00197900698129656,0.0000173,0.0000000341,52.246,160.316,5.195,-7.4666751817017
2475,1.56148741381265,0.0000000221,0.0000000345,54.327,160.902,5.11,-7.46232811026307
1053,0.0641356973190115,0.000000545,0.000000035,52.259,160.378,5.28,-7.45625251915372
1048,0.030584606475968,0.00000116,0.0000000354,52.328,160.256,5.45,-7.45140149761594
2715,0.00711953975858084,0.00000498,0.0000000354,54.063,159.36,5.3,-7.45067049727952
2709,0.0536193963255331,0.000000661,0.0000000354,54.083,159.313,4.855,-7.450618307494
1024,0.0537893519719991,0.000000667,0.0000000359,52.291,160.482,5.11,-7.44537450187134
2357,0.569344098794339,0.0000000631,0.0000000359,53.972,161.909,6.1,-7.4449361063589
1770,0.395052668058971,0.0000000909,0.0000000359,52.398,159.514,4.94,-7.44486852301455
2613,0.520034379260073,0.0000000693,0.0000000361,51.872,160.01,5.4,-7.44307099895723
2460,0.0689741126594074,0.000000531,0.0000000366,54.775,162.357,4.77,-7.43628969635992
1955,0.0210831257585315,0.00000174,0.0000000367,52.652,160.227,4.94,-7.4354118217204
1046,0.244067542954007,0.000000151,0.0000000368,52.394,160.294,5.9,-7.43368291633288
317,0.414823891821611,0.00000009,0.0000000373,54.7196,163.025,5.4,-7.42809914268692
2287,0.0747797148620815,0.000000508,0.000000038,53.853,161.778,5.6,-7.42004575185334
2269,0.0690439078002749,0.000000552,0.0000000381,53.673,161.571,4.855,-7.4191449529066
1900,0.0425212445175425,0.000000911,0.0000000388,52.304,160.091,5.11,-7.41171330360165
2449,0.03875216589471,0.000001,0.0000000389,54.936,162.604,4.77,-7.40962325614318
486,0.388944814683606,0.0000001,0.000000039,56.2795,163.8914,4.94,-7.40945052186554
2497,0.00790460906160179,0.00000494,0.0000000391,54.53,162.213,5.11,-7.40805230803619
1050,0.103783255835657,0.000000378,0.0000000392,52.52,160.362,6,-7.40631016347142
2354,0.40346120698154,0.0000000983,0.0000000397,54.03,161.95,5.025,-7.40162226578713
1137,0.447021026427053,0.00000009,0.0000000402,49.895,157.77,4.94,-7.39559237748981
1689,0.0684357306260348,0.00000059,0.0000000404,52.273,159.553,5.025,-7.39403580550836
2314,0.0269521839765702,0.0000015,0.0000000404,53.957,161.61,5.365,-7.39383415002531
1816,0.522073594435233,0.0000000778,0.0000000406,52.181,160.581,5.195,-7.39119913450895
1316,0.416654020948593,0.0000000977,0.0000000407,52.495,159.888,5.4,-7.39020094081223
1898,0.0368363262594708,0.00000112,0.0000000411,52.376,159.963,4.855,-7.38618137334377
1854,0.00559057548026956,0.00000741,0.0000000414,52.379,159.894,4.855,-7.38284459857837
2493,0.0499188387369052,0.000000833,0.0000000416,54.726,162.37,5.195,-7.38110860952955
1899,0.011501687901438,0.00000367,0.0000000422,52.289,160.099,4.855,-7.37471335673701
2380,0.14188864680814,0.000000298,0.0000000422,54.971,162.08,5.3,-7.37431338294981
1097,1.26961653221439,0.0000000342,0.0000000434,52.307,160.222,5.025,-7.36253731456437
1992,0.758386871769659,0.0000000579,0.0000000439,52.041,160.361,4.77,-7.35706134783261
2372,0.461970681978044,0.0000000978,0.0000000452,53.826,161.653,4.855,-7.34486464783657
2476,0.178291066179805,0.000000254,0.0000000452,53.974,161.463,4.77,-7.34459555613399
2375,0.110075530289051,0.000000415,0.0000000456,53.839,161.821,4.855,-7.3407066329802
2458,0.247834332095022,0.000000185,0.0000000459,53.947,161.437,4.855,-7.33832789208293
1027,2.01890918051767,0.0000000234,0.0000000471,52.31,160.003,5.28,-7.32656288367228
1051,0.0390689789877619,0.00000121,0.0000000472,52.319,160.315,5.62,-7.32643083255967
41,0.617731084886257,0.0000000766,0.0000000473,52.9488,160.7857,4.77,-7.32483392686599
444,0.0705621500646324,0.000000671,0.0000000473,52.1945,159.7951,4.77,-7.32468961730833
714,0.205739804943786,0.000000231,0.0000000475,56.8372,162.8089,5.62,-7.32323891062311
411,0.128189553868845,0.000000371,0.0000000476,58.7775,158.8243,4.77,-7.32267646251792
1044,0.818822866990682,0.0000000582,0.0000000477,52.394,160.294,5.9,-7.32163164139842
2621,0.0886697803033807,0.000000542,0.000000048,56.186,164.562,5.28,-7.31844470085258
2316,0.0119994577697658,0.00000404,0.0000000484,53.895,161.579,4.855,-7.31493413277945
2462,0.299126607791251,0.000000163,0.0000000487,53.752,161.746,6.4,-7.31226633779623
1957,0.368195535685201,0.000000133,0.0000000488,52.591,160.324,6.5,-7.31150845274138
2381,0.15542051201382,0.000000315,0.000000049,54.53,162.213,5.11,-7.30977119369185
2406,1.05665609172921,0.0000000465,0.0000000492,53.881,161.761,5.45,-7.30843027390597
2525,0.367698235052421,0.000000134,0.0000000492,54.841,162.035,7.8,-7.30789977153098
1113,0.00517210697548399,0.0000096,0.0000000497,52.129,160.29,4.77,-7.30407446845465
1132,0.389019373236026,0.000000129,0.0000000501,49.978,157.217,4.77,-7.30052702880499
2442,1.31296136953658,0.0000000387,0.0000000508,53.752,161.746,6.4,-7.29394776132725
1901,0.147591810393461,0.000000345,0.0000000509,52.339,160.096,5.11,-7.29363853963749
2459,3.84967618106281,0.0000000133,0.0000000514,53.989,161.335,4.77,-7.28931413076507
2402,0.256617816518306,0.000000202,0.0000000518,53.733,161.836,5.365,-7.28597915824203
19,0.0764897240353069,0.00000069,0.0000000528,55.3379,163.1218,5.535,-7.27774722782602
2516,2.12594605691728,0.0000000248,0.0000000528,54.512,162.318,5.79,-7.27764061197152
2339,0.244984668607353,0.000000216,0.0000000529,54.119,161.879,5.025,-7.27668614478427
2523,0.0302755918301581,0.00000175,0.0000000529,55.299,162.523,4.94,-7.27633602204288
2383,0.0151220811285512,0.00000353,0.0000000533,54.658,162.882,6.2,-7.2731398200466
2388,1.99678252168035,0.0000000269,0.0000000537,54.436,161.726,5.365,-7.27027310150764
2245,0.0528957611812006,0.00000103,0.0000000544,55.09,163.101,5.2,-7.26442787296666
2717,0.0264763458435945,0.00000206,0.0000000545,53.874,159.278,5.365,-7.26385015612966
2524,0.419701843371973,0.000000132,0.0000000556,54.841,162.035,7.8,-7.25499235905763
2409,0.286928328279278,0.000000194,0.0000000557,54.094,161.76,5.025,-7.2540171639023
136,0.0366147806652934,0.00000154,0.0000000563,55.3898,163.0613,5.025,-7.24922920553772
2641,2.13271441614291,0.0000000267,0.000000057,51.875,159.438,4.77,-7.24413811829732
570,0.0113146636506979,0.00000505,0.0000000572,54.5503,164.1975,4.94,-7.24288501242827
2732,0.460260458538985,0.000000125,0.0000000575,53.805,161.608,5.025,-7.24023202231576
2283,0.180144546569701,0.000000321,0.0000000579,53.885,161.699,5.11,-7.23720343188213
2439,0.0239278089990113,0.00000245,0.0000000586,54.829,162.772,5.5,-7.23184283226356
1192,0.207676925831994,0.000000284,0.0000000589,52.838,160.627,4.855,-7.22973979494684
2366,0.0243688145798646,0.00000244,0.0000000596,53.855,161.531,4.855,-7.22500518564409
2658,0.43484914730389,0.000000137,0.0000000596,51.586,159.509,5.9,-7.22497792663611
1001,0.197474898157322,0.000000302,0.0000000596,52.255,160.34,4.94,-7.22452966226493
1829,0.00614173670920163,0.00000971,0.0000000597,52.42,160.157,5.2,-7.22429842386989
2468,1.96231529731449,0.0000000306,0.00000006,53.88,161.513,4.855,-7.22195177908961
1066,0.0103057403835841,0.00000586,0.0000000604,52.328,160.256,5.45,-7.2186682433147
2504,0.0363614845536599,0.00000167,0.0000000607,54.465,162.35,5.025,-7.21673882060998
2529,0.15150174736009,0.000000404,0.0000000612,55.287,162.421,5.1,-7.21302671492079
2655,0.0400383761636938,0.00000155,0.0000000619,51.556,159.243,5.025,-7.20817906983985
2670,0.146545868236617,0.000000423,0.000000062,51.398,159.239,6.2,-7.20725988977548
1538,1.26413476526921,0.0000000498,0.000000063,52.502,160.793,4.94,-7.2008229676889
2711,0.0290512207258488,0.00000219,0.0000000635,53.85,159.337,5.195,-7.19716780888978
1150,0.0432192343200737,0.00000149,0.0000000645,50.958,157.408,6.5,-7.19040574075616
155,0.0160639794402569,0.00000402,0.0000000646,51.468,159.845,4.9,-7.18955135436799
1019,0.0502786885887952,0.00000129,0.0000000649,52.297,160.506,4.855,-7.18802601106395
1269,0.107475575047734,0.000000607,0.0000000653,52.866,160.738,5.025,-7.18540004850673
1820,0.0368447743374009,0.00000178,0.0000000655,52.253,160.398,5.4,-7.18384804624062
1190,0.365466290268705,0.000000179,0.0000000655,52.865,160.497,4.77,-7.18351971299474
1813,3.3523414501097,0.0000000197,0.000000066,52.471,160.444,5.11,-7.18071864208027
183,0.419079193576469,0.000000158,0.0000000662,55.5485,162.6418,5.365,-7.17942673140525
2455,0.0467244362043428,0.00000142,0.0000000664,54.043,161.882,5.11,-7.17758882578795
1272,0.00187100310232409,0.0000357,0.0000000668,52.834,160.684,4.855,-7.1753550283298
185,0.0171703926014775,0.0000039,0.0000000669,55.6778,162.5444,4.77,-7.17443148447106
1266,0.137916053066679,0.000000488,0.0000000673,52.779,160.659,5.3,-7.17223441785931
2347,20.5510218314901,0.00000000334,0.0000000686,54.383,162.022,4.855,-7.16384053586173
2400,0.352146903754721,0.000000199,0.00000007,53.925,161.713,5.28,-7.15469529040515
2639,0.195099571499081,0.000000361,0.0000000705,51.693,159.806,4.94,-7.15173949183057
589,0.426399660851918,0.000000168,0.0000000714,54.9206,164.5792,5.195,-7.1460152759553
2526,0.483935707291132,0.000000148,0.0000000715,54.841,162.035,7.8,-7.14587238571496
1953,0.2717655584632,0.000000264,0.0000000716,52.693,160.427,4.855,-7.14498521850208
580,0.0294441367951734,0.00000244,0.0000000718,54.9248,164.421,4.77,-7.14358926398819
487,1.13950669995924,0.0000000631,0.0000000719,56.3498,164.0102,5.025,-7.14342507884166
2353,0.0593624097945744,0.00000122,0.0000000725,53.98,161.92,5.535,-7.13970863086747
1836,0.872386921252528,0.0000000832,0.0000000726,52.335,160.438,4.94,-7.13909846903814
1075,15.1877402221687,0.0000000048,0.0000000728,52.349,160.044,5.365,-7.13762241571753
1830,0.814479227369152,0.000000091,0.0000000741,52.421,160.134,5.365,-7.13005684376775
1117,0.00729380913208047,0.0000102,0.0000000743,52.178,160.229,5.28,-7.12899251109322
1320,0.0351179438564236,0.00000212,0.0000000746,52.498,159.843,6.3,-7.12742601119753
34,1.42361722389979,0.0000000526,0.0000000749,53.1284,160.5807,4.855,-7.12535437341275
2483,0.0198928378760973,0.00000378,0.0000000753,54.971,162.08,5.3,-7.12324823162595
949,0.903912285247791,0.0000000836,0.0000000756,52.3662,160.5705,4.855,-7.12145559347199
2342,3.15399508236894,0.000000024,0.0000000757,53.873,161.742,4.77,-7.12083643877736
504,6.67453311167705,0.0000000114,0.000000076,51.3933,159.8144,4.94,-7.11934624411826
2322,0.0481533445482502,0.00000159,0.0000000765,53.91,161.569,4.94,-7.11659916687498
2534,0.245876634150019,0.000000313,0.0000000769,54.841,162.035,7.8,-7.11395956183664
2481,0.115847849347558,0.000000665,0.0000000771,54.608,162.548,4.855,-7.11316169499066
177,0.154091483862605,0.000000507,0.0000000781,55.3921,162.5773,4.77,-7.10717979038062
2528,0.450377385263897,0.000000175,0.0000000789,54.841,162.035,7.8,-7.10268192524607
2389,0.00862879966137647,0.00000921,0.0000000794,53.862,161.489,4.77,-7.09999088189812
413,0.000266594378278917,0.00029805027291471,0.0000000795,58.8012,158.8461,4.94,-7.09985948903267
2636,1.18664302753632,0.0000000674,0.00000008,51.779,159.428,4.855,-7.0971720219331
2664,0.641186721909832,0.000000125,0.0000000801,51.589,159.47,4.94,-7.09647022171219
1194,0.12400988006838,0.000000646,0.0000000802,52.846,160.413,4.855,-7.09600939084698
2282,0.432785367786233,0.000000185,0.0000000802,53.885,161.699,5.11,-7.0956540389046
2175,0.241848098866457,0.000000334,0.0000000809,52.286,159.517,4.855,-7.09227463922115
418,0.193943210468992,0.000000417,0.0000000809,55.8014,162.0873,4.94,-7.09186700610613
2506,0.0242715000465575,0.00000339,0.0000000823,54.689,161.46,5.6,-7.08448195102264
1411,0.516691590405285,0.00000016,0.0000000825,56.246,164.302,5.4,-7.08374748231421
490,0.0601292913376605,0.00000139,0.0000000836,56.1821,164.0881,6.3,-7.07769769761404
2348,4.5457981472685,0.0000000184,0.0000000838,54.081,162.025,5.195,-7.07662887390915
1056,0.0532374740076234,0.0000016,0.0000000854,52.281,160.072,6.1,-7.06840303275449
1084,0.109981978913347,0.00000078,0.0000000858,52.254,160.268,5.5,-7.06662961190525
1063,0.0200764959554809,0.00000432,0.0000000867,52.185,160.262,4.94,-7.06177349365197
1950,0.413165763996119,0.000000215,0.0000000888,52.668,160.594,5.025,-7.05139962471248
584,0.120337038098376,0.000000771,0.0000000928,55.0179,164.3949,5.11,-7.03245672669277
2714,0.0291187122231776,0.00000322,0.0000000937,53.879,159.321,5.2,-7.02814860135428
306,1.4077116109137,0.0000000667,0.0000000939,54.7005,163.5077,5.535,-7.02728197867316
2428,1.60325777751652,0.000000059,0.0000000946,53.998,161.882,4.77,-7.02409740493415
2617,3.55197895265952,0.0000000267,0.0000000948,51.488,158.951,5.025,-7.02324419099008
381,4.47693978192017,0.0000000216,0.0000000966,50.8587,157.8246,5.11,-7.01495166583882
1193,0.149479720994099,0.000000646,0.0000000966,52.865,160.497,4.77,-7.01493948491053
1837,2.39939301486938,0.0000000405,0.0000000971,52.286,160.216,4.77,-7.01286218396693
469,0.025081495716872,0.00000393,0.0000000987,56.134,164.1796,5.365,-7.00576839679085
2328,0.0225718931538931,0.00000441,0.0000000997,53.934,161.713,5.28,-7.00152094250911
1827,0.172490578574336,0.000000582,0.0000001,52.219,160.609,5.11,-6.99825335940613
587,0.441943532762774,0.000000228,0.000000101,54.8973,164.4052,4.94,-6.99725148432025
1357,0.101193480727282,0.000001,0.000000102,56.09,164.083,5.28,-6.99298045085458
569,0.206809147594963,0.000000504,0.000000104,54.607,164.1742,5.3,-6.98176692308199
2385,0.826892930455088,0.000000127,0.000000105,54.126,161.654,4.77,-6.97864191730508
1069,0.374226871612437,0.000000284,0.000000106,52.168,160.349,4.77,-6.97286707503274
705,0.0778810317888774,0.00000137,0.000000107,56.8744,162.7508,5.365,-6.97085426032046
2326,0.0649222114326505,0.00000165,0.000000107,53.878,161.55,4.94,-6.96986943172382
1000,2.37850194414677,0.0000000452,0.000000107,52.255,160.34,4.94,-6.96881972831721
230,0.675243191493214,0.00000016,0.000000108,51.0728,158.0917,4.855,-6.96727733401618
2648,0.0340244519700745,0.00000318,0.000000108,51.53,159.701,5.11,-6.96631512378217
2637,1.67221342515787,0.0000000648,0.000000108,51.632,159.531,4.77,-6.96494567410891
2321,0.0697099906773354,0.00000157,0.000000109,54.411,162.345,4.855,-6.96073605406852
1057,0.254873400519774,0.00000043,0.000000109,52.242,160.166,5.025,-6.96060062597715
2306,0.0368413913362701,0.00000301,0.000000111,53.783,161.432,4.855,-6.95564789110921
2450,6.31526452221256,0.0000000182,0.000000115,54.91,162.588,4.94,-6.9399377062876
517,1.46123175772173,0.000000079,0.000000115,50.6327,159.7876,4.77,-6.93769910221117
2222,0.275320836890909,0.00000044,0.000000121,53.897,161.84,5.025,-6.91678283912408
1941,0.0271773744163615,0.00000454,0.000000123,52.567,160.639,5.11,-6.90881388473079
2361,0.630078039468414,0.000000196,0.000000124,53.972,161.909,6.1,-6.9078807366917
2301,1.4709356790334,0.0000000871,0.000000128,54.875,162.883,5.195,-6.89219581057396
1946,0.397229128681343,0.000000323,0.000000128,52.538,160.394,5.28,-6.89111965119137
417,0.0890555429694375,0.00000144,0.000000129,55.7875,162.1698,5.025,-6.89096061689267
1832,0.411474287245666,0.000000313,0.000000129,52.421,160.134,5.365,-6.88968553487279
1709,0.104256499780588,0.00000124,0.000000129,55.029,162.609,4.855,-6.88857795815832
1954,0.426743474409002,0.000000309,0.000000132,52.769,160.444,4.855,-6.8795574534464
1129,0.198839932745042,0.000000686,0.000000136,50.005,157.408,5.365,-6.86523171876048
1035,1.092033800461,0.000000127,0.000000138,52.281,160.072,6.1,-6.85892235633609
318,3.94936588464653,0.0000000351,0.000000139,54.7095,163.2488,4.94,-6.85810484545278
2502,0.0863399755487693,0.00000166,0.000000144,54.655,161.716,4.94,-6.84257495091111
2305,0.0138871336892517,0.0000104,0.000000145,53.875,161.582,5.11,-6.83968733164359
2393,0.142967131244516,0.00000102,0.000000145,53.972,161.909,6.1,-6.83761125235422
2349,1.87031956117173,0.0000000779,0.000000146,54.081,162.025,5.195,-6.83670218627914
989,0.854726359125631,0.000000171,0.000000146,52.121,160.376,4.77,-6.83525557071052
2469,0.678596799177395,0.000000215,0.000000146,54.789,162.298,4.94,-6.83521907295134
2304,1.09299966562231,0.000000135,0.000000147,54.658,162.882,6.2,-6.83209101396871
2371,2.03196630347887,0.0000000734,0.000000149,54.829,162.772,5.5,-6.82624910170923
2350,0.645945968180306,0.000000232,0.00000015,53.742,161.728,4.855,-6.82402942630126
2163,0.285232024008597,0.000000542,0.000000154,52.894,160.343,4.94,-6.81111488758525
2218,0.116582795330079,0.00000133,0.000000155,54.01,161.645,5.025,-6.81092890848626
567,0.0864653763718562,0.00000179,0.000000155,54.6263,164.2057,4.77,-6.81046639686894
2329,0.2312009507432,0.000000675,0.000000156,53.862,161.489,4.77,-6.80674414290805
39,0.19433676362825,0.000000819,0.000000159,52.7736,160.8294,5.025,-6.79806994007805
1009,1.1459741639914,0.000000139,0.00000016,52.368,160.219,4.855,-6.79628152694314
2501,714.313515377445,0.000000000224,0.00000016,52.477,162.481,4.855,-6.79595593536429
1853,0.000721782023289222,0.000222152249365304,0.00000016,52.249,160.387,6.1,-6.7949432237098
154,0.105732078464551,0.00000152,0.00000016,51.4205,159.8541,4.855,-6.7948556683603
2626,3.80119539950153,0.0000000423,0.000000161,58.642,157.229,4.77,-6.79405240342595
2368,3.89190926869977,0.0000000413,0.000000161,54.301,161.514,5.365,-6.79397334149292
2363,0.155516457700793,0.00000104,0.000000161,53.638,161.633,5.45,-6.79279510773805
2535,0.011051225388357,0.0000147,0.000000163,55.325,162.511,4.94,-6.78902406635086
1948,0.418061428568476,0.000000391,0.000000163,52.74,160.305,4.94,-6.78673246343243
2718,0.23379898514042,0.0000007,0.000000164,54.05,159.376,5.365,-6.78591968988164
1016,0.00427718338398076,0.0000385,0.000000165,52.228,160.257,5.3,-6.783077190878
2341,0.0166705856551414,0.00000989,0.000000165,53.853,161.778,5.6,-6.78294683600927
2447,0.024553515517877,0.00000677,0.000000166,54.792,162.33,4.855,-6.77957567939528
2662,0.0629426839626394,0.00000266,0.000000168,51.544,159.584,5.535,-6.77590251197478
1068,0.944945288997591,0.000000179,0.000000169,52.307,160.254,5.365,-6.77094003040649
576,0.00617165568245711,0.0000282,0.000000174,55.3378,164.3994,4.855,-6.75924660243506
1831,1.58186533482237,0.000000111,0.000000175,52.492,160.402,4.855,-6.75636264756225
2310,0.0944419939074392,0.00000188,0.000000177,54.499,162.376,5.365,-6.75166308517107
2359,0.476489549608796,0.000000372,0.000000177,54.924,162.104,5.9,-6.75106296656959
2343,0.273448396445092,0.00000065,0.000000178,53.98,161.92,5.535,-6.74996633354368
2487,11.3306762725948,0.0000000158,0.000000179,54.487,161.751,5.195,-6.74611001311976
1267,0.0588999621807445,0.00000305,0.00000018,52.779,160.659,5.3,-6.74550612501065
1058,0.0241956666092812,0.00000749,0.000000181,52.326,160.452,5.025,-6.74190389536155
2485,0.194720986983773,0.000000944,0.000000184,54.655,161.716,4.94,-6.73576530189551
2633,0.324083033834847,0.000000569,0.000000185,51.726,159.812,6.1,-6.73398454855279
312,0.0375210934868963,0.00000495,0.000000186,54.9757,162.7401,5.195,-6.73120334280213
2296,0.110740144972643,0.00000169,0.000000187,53.727,161.417,5.11,-6.72783036678343
1014,0.686629767850048,0.000000282,0.000000194,52.29,160.715,4.94,-6.71258257851292
2454,1.63580292551582,0.000000121,0.000000198,54.609,162.163,4.94,-6.7038111668884
1265,0.150316905704709,0.00000132,0.000000198,52.834,160.684,4.855,-6.70366994628566
2224,4.00177183960451,0.0000000502,0.000000201,53.555,162.357,5.3,-6.6966805414371
2351,0.849346875663354,0.000000237,0.000000201,55.049,161.961,5.025,-6.69627044320125
2492,0.111994238300271,0.0000018,0.000000202,54.12,161.438,5.025,-6.69481808211518
2367,8.56528610171477,0.0000000236,0.000000202,53.85,161.569,4.94,-6.6938000060476
2713,0.0461554543066534,0.00000441,0.000000203,54.063,159.36,5.3,-6.69180798666702
149,0.0428489511969543,0.00000477,0.000000204,49.8895,155.2029,4.94,-6.68998762228763
479,0.00416948230280053,0.0000498,0.000000208,56.1595,163.9419,5.195,-6.68260585272518
1453,0.194040427438359,0.00000108,0.000000209,56.11,163.878,5.11,-6.67913861332386
2474,11.8493623982815,0.0000000181,0.000000215,53.974,161.463,4.77,-6.66831706136583
2320,0.106956545861049,0.00000201,0.000000215,54.131,161.882,5.025,-6.66745330506804
2386,0.852063310462492,0.000000253,0.000000216,55.074,162.54,4.855,-6.6655894424316
581,0.515202262337145,0.000000423,0.000000218,54.9045,164.3986,5.11,-6.66189244983429
2307,0.358080416552831,0.000000609,0.000000218,53.895,161.579,4.855,-6.66162915270048
561,0.609365928902514,0.000000365,0.000000222,54.7259,164.1276,4.77,-6.65306124790857
2647,0.0442537846627161,0.00000503,0.000000223,51.6,159.652,5.11,-6.65214334743955
